Mesh,Massflow,Case,HeatTransferByRadiation(W)
1,mflow005,styleA,11209.386690379188,10725.431403512968,10300.124086484044,10439.64669991167,11199.038346752503
2,mflow005,styleA,11094.542654262543,10609.937725408336,10209.905594933422,10341.30454176183,11090.080102937081
3,mflow005,styleA,10938.139010497109,10435.170237632625,9984.788723704776,10158.562258572505,10975.11150149019
4,mflow005,styleA,10733.030000944585,10209.34051323823,9709.53134706473,9935.296634172959,10818.771412686481
5,mflow005,styleA,10608.806361701538,10052.44297579531,9424.699056508383,9691.713699326718,10667.076762739009
6,mflow005,styleA,10579.22977125584,10038.728468865918,9396.841788260766,9658.7455752422,10592.013550095644
7,mflow005,styleA,10565.21513813577,10000.156164809601,9303.277575412554,9611.163335372816,10577.619312895937
8,mflow005,styleA,10535.125154244586,9980.765615187283,9222.908299533698,9516.358535861964,10537.389179464344
9,mflow005,styleA,10527.990364352532,9956.49319032704,9174.967611846478,9475.11288441511,10504.242088355344
10,mflow005,styleA,10528.080070051452,9947.094308518552,9167.934314771599,9452.072823899474,10508.78242579332
11,mflow005,styleA,10523.242706361238,9943.706841275673,9166.512848171635,9452.862494009296,10486.38641519586
12,mflow005,styleA,
13,mflow005,styleA,10532.824242366954,9937.72091451657,9146.833418366687,9457.317570634377,10511.751784520906
1,mflow035,styleA,14917.908649598025,14580.68445232142,14245.267716650502,14138.4290865818,14635.708656301202
2,mflow035,styleA,14854.058745894916,14526.389060829679,14225.233479934552,14070.278875406157,14580.16601332114
3,mflow035,styleA,14695.317536163291,14313.47359375752,13921.345256416225,13855.827098079175,14463.913574265744
4,mflow035,styleA,14656.556439436661,14145.637236157718,13689.254565097155,13794.338701476236,14502.90386589029
5,mflow035,styleA,14482.213971374229,13934.887674763393,13372.636908834089,13525.918010933696,14322.904483654624
6,mflow035,styleA,14492.326374878181,13950.744023815672,13374.972676530417,13530.599634117863,14295.48523836972
7,mflow035,styleA,14509.959034870124,13926.813134980475,13282.232601567546,13518.44807910313,14327.505786189564
8,mflow035,styleA,14486.9425858413,13914.005233335756,13205.95353432477,13435.43093091033,14299.1198449029
9,mflow035,styleA,14546.060569260917,13902.549091455247,13160.653557868975,13448.20454139115,14389.222541370038
10,mflow035,styleA,14480.198145322714,13872.032254103764,13148.656215723255,13376.39960721011,14297.593521032766
11,mflow035,styleA,10364.613062922046,9990.016547321246,8908.245835718259,9445.043085116014,10374.591516713546
12,mflow035,styleA,
13,mflow035,styleA,9337.778458039993,8741.17217278823,8030.476871829361,8353.365531039297,10106.402849982629
